"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"56","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-15T06:48:51+0000","link","http://connachttribune.ie/photos-really-photos-theyre-just-phone/","148746965181554_1709314162458152","Connacht Tribune - Galway City Tribune shared a link.",0,0,0
"57","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-15T06:48:27+0000","link","http://connachttribune.ie/comes-personality-politics-leo-giving-socks/","148746965181554_1709313885791513","Connacht Tribune - Galway City Tribune shared a link.",4,7,1
"58","148746965181554","Connacht Tribune - Galway City Tribune","Comedian, actor and author Russell Brand enjoying himself in Galway City this evening ahead of his appearance in Leisureland.","2018-03-14T21:27:18+0000","status",NA,"148746965181554_1708940495828852","Connacht Tribune - Galway City Tribune shared a post.",393,19,0
"59","148746965181554","Connacht Tribune - Galway City Tribune","The front page of this week’s Connacht Tribune. In shops from early Thursday morning or to buy online at:

http://connachttribune.ie/digital-editions","2018-03-14T21:12:39+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.567343033321943.1073741828.148746965181554/1708930975829804/?type=3","148746965181554_1708931299163105",NA,19,2,5
"60","148746965181554","Connacht Tribune - Galway City Tribune","A 43-years-old father of five shouted abuse at a Judge who had imposed an eight-month sentence on him for continuous driving offences, at Galway District Court.","2018-03-14T21:08:47+0000","link","http://connachttribune.ie/uninsured-driver-jailed-nabbed-four-different-cars-111/","148746965181554_1708928629163372",NA,42,5,9
"61","148746965181554","Connacht Tribune - Galway City Tribune","A man threatened to burn a Garda’s house down and also threatened his family while Gardaí and ambulance personnel were dealing with an accident.","2018-03-14T18:52:49+0000","link","http://connachttribune.ie/prison-man-threatened-burn-gardas-house-334/","148746965181554_1708820952507473",NA,59,9,5
"62","148746965181554","Connacht Tribune - Galway City Tribune","Cycling campaigners have urged Galway City Council to abandon half of the planned urban village of Ardaun and completely redesign roads in the other part or risk creating yet another “inherently car dependent and unsustainable” suburb.","2018-03-14T14:57:27+0000","link","http://connachttribune.ie/cyclists-seek-redesign-ardaun-suburb-plan-200/","148746965181554_1708621449194090",NA,17,0,0
"63","148746965181554","Connacht Tribune - Galway City Tribune","Five tax defaulters reached settlements totalling €1.5 million, according to the latest quarterly report from Revenue.","2018-03-14T10:25:34+0000","link","http://connachttribune.ie/revenue-settles-5-galway-tax-default-cases-for-e1-5m-500/","148746965181554_1708404305882471",NA,22,7,9
"64","148746965181554","Connacht Tribune - Galway City Tribune","A woman has been taken to UHG following a road traffic crash in the city this morning.","2018-03-13T10:57:17+0000","link","http://connachttribune.ie/woman-hospitalised-following-city-crash-112/","148746965181554_1707344932655075",NA,12,0,2
"65","148746965181554","Connacht Tribune - Galway City Tribune","DOLPHIN spotted feeding off Nimmo's Pier, Galway at sunrise this morning ..... Pic. D. McGuire","2018-03-13T07:53:24+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.154527567936827.36001.148746965181554/1707197619336473/?type=3","148746965181554_1707205459335689",NA,543,43,77
"66","148746965181554","Connacht Tribune - Galway City Tribune","Councillors throughout the country are envious of Galway’s bank of creative and artistic talent, a city councillor claimed. Billy Cameron’s comments came during a discussion on the City Council’s Arts Act Grant Scheme for 2018 – the local authority has allocated a total of more than €400,000 to 75 different organisations in the city.","2018-03-12T20:34:33+0000","link","http://connachttribune.ie/galway-city-council-doles-e400000-arts-groups/","148746965181554_1706750662714502",NA,17,3,5
"67","148746965181554","Connacht Tribune - Galway City Tribune","The amount of money collected by Galway City Council from the owners of derelict sites has been blasted as “appalling” – as anger mounts over the number of dilapidated buildings blighting the city’s image.","2018-03-12T19:22:36+0000","link","http://connachttribune.ie/cllrs-arms-appalling-penalties-levied-derelict-buildings-800/","148746965181554_1706697832719785",NA,54,13,16
"68","148746965181554","Connacht Tribune - Galway City Tribune","The funeral will take place tomorrow of Clifden native Eileen Lovett – who has died at the age of 106. R.I.P.","2018-03-12T15:48:34+0000","link","http://connachttribune.ie/clifden-native-passes-away-at-the-grand-age-of-1066/","148746965181554_1706514586071443",NA,166,23,14
"69","148746965181554","Connacht Tribune - Galway City Tribune","A taxi driver has been sentenced to two years in prison with the final year suspended for sexually assaulting a schoolgirl in his car.","2018-03-12T13:26:36+0000","link","http://connachttribune.ie/taxi-driver-jailed-efforts-groom-teenage-girl-322/","148746965181554_1706387942750774",NA,104,157,206
"70","148746965181554","Connacht Tribune - Galway City Tribune","A man who sat in a sleeping bag as he begged in Galway City Centre last December, had travelled specially from his home in Athlone to do so, Galway District Court heard.","2018-03-12T11:00:25+0000","link","http://connachttribune.ie/jail-sentence-habitual-beggar-galways-streets-033/","148746965181554_1706254762764092",NA,69,35,31
"71","148746965181554","Connacht Tribune - Galway City Tribune","One of the busiest roads in the county is set for a further upgrade as part of a €5 million investment on the main N63 Galway to Roscommon route.","2018-03-11T19:14:06+0000","link","http://connachttribune.ie/tii-confirms-investment-galway-roscommon-route-898/","148746965181554_1705585912830977",NA,160,57,29
"72","148746965181554","Connacht Tribune - Galway City Tribune","A Galway TD has accused the Government of “linguistic gymnastics” in answering questions about the health crisis at UHG and Merlin Park hospitals.","2018-03-11T16:47:04+0000","link","http://connachttribune.ie/govt-accused-linguistic-gymnastics-merlin-park-010/","148746965181554_1705449406177961",NA,23,3,4
"73","148746965181554","Connacht Tribune - Galway City Tribune","Works are to commence on the redevelopment of the old Shannon Oaks Hotel in Portumna within a matter of months – meaning it could be reopened for business by the end of the summer.","2018-03-11T11:03:29+0000","link","http://connachttribune.ie/developers-confirm-e2m-rebuild-shannon-oaks-hotel-220/","148746965181554_1705138039542431",NA,236,45,54
"74","148746965181554","Connacht Tribune - Galway City Tribune","Pearse Stadium looking in good condition for today’s double header. A week ago it was under a blanket of snow!","2018-03-11T09:43:50+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.567343033321943.1073741828.148746965181554/1705082739547961/?type=3","148746965181554_1705083349547900",NA,62,0,2
"75","148746965181554","Connacht Tribune - Galway City Tribune","A 21-year-old man has appeared before a special sitting of Galway District Court charged with possession of more than €13,000 worth of heroin for sale or supply.","2018-03-10T17:33:27+0000","link","http://connachttribune.ie/man-appears-before-special-sitting-of-galway-district-court-over-heroin-seizure-211/","148746965181554_1704363386286563",NA,63,47,15
"76","148746965181554","Connacht Tribune - Galway City Tribune","Former RTÉ producer and Ballinasloe native Kieran Creaven has been sentenced to 18 months in prison for child sex offences.","2018-03-09T18:03:13+0000","link","http://connachttribune.ie/ballinasloe-native-kieran-creaven-sentenced-to-18-months-in-jail-221/","148746965181554_1703219383067630",NA,57,71,63
"77","148746965181554","Connacht Tribune - Galway City Tribune","A gay man living in a city estate says he has been subjected to ongoing homophobic abuse by local teenagers.","2018-03-09T07:52:45+0000","link","http://connachttribune.ie/gay-man-enough-homophobic-abuse-300/","148746965181554_1702669783122590",NA,41,45,24
"78","148746965181554","Connacht Tribune - Galway City Tribune","Galway City Council is preparing the next phase of plans for the development of a €6.5 million cultural tourism hub at Spanish Arch.","2018-03-09T07:52:19+0000","link","http://connachttribune.ie/e6-5-million-cultural-tourism-plan-spanish-arch-2020/","148746965181554_1702669383122630",NA,10,0,4
"79","148746965181554","Connacht Tribune - Galway City Tribune","The decision on replacing the Kirwan roundabout came down to “the needs of one family versus the needs of the city”, according to City Council Chief Executive Brendan McGrath.","2018-03-09T07:51:49+0000","link","http://connachttribune.ie/kirwan-roundabout-replacement-needs-family-versus-city-200/","148746965181554_1702668853122683",NA,33,1,8
"80","148746965181554","Connacht Tribune - Galway City Tribune","Gardaí have warned this week of the potentially ‘catastrophic consequences’ of illegal drug use following the hospitalisation of two NUI Galway students on Wednesday after they had ingested an hallucinatory substance.","2018-03-09T07:51:16+0000","link","http://connachttribune.ie/garda-warning-dodgy-drugs-two-students-hospitalised-211/","148746965181554_1702668476456054",NA,90,34,105
"81","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:50:57+0000","link","http://connachttribune.ie/areas-work-galway-united-ahead-away-league-clash-ucd/","148746965181554_1702668163122752","Connacht Tribune - Galway City Tribune shared a link.",2,0,0
"82","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:50:38+0000","link","http://connachttribune.ie/cheltenham-festival-preview-night-aid-galway-hospice/","148746965181554_1702667859789449","Connacht Tribune - Galway City Tribune shared a link.",16,2,1
"83","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:50:23+0000","link","http://connachttribune.ie/depleted-galway-squad-face-tough-task-cats-banagher/","148746965181554_1702667606456141","Connacht Tribune - Galway City Tribune shared a link.",12,1,1
"84","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:50:05+0000","link","http://connachttribune.ie/martin-mcdonaghs-mile-buiochas-leitir-meallains-mighty-message/","148746965181554_1702667409789494","Connacht Tribune - Galway City Tribune shared a link.",95,0,31
"85","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:49:48+0000","link","http://connachttribune.ie/druids-marie-mullen-bursary-benefit-female-theatre-artists/","148746965181554_1702667176456184","Connacht Tribune - Galway City Tribune shared a link.",2,0,1
"86","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:49:32+0000","link","http://connachttribune.ie/love-confusion-plenty-laughs-cupid-wore-skirts/","148746965181554_1702666953122873","Connacht Tribune - Galway City Tribune shared a link.",2,1,11
"87","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:49:16+0000","link","http://connachttribune.ie/exciting-dublin-outfit-lankum-give-fresh-twist-irish-music/","148746965181554_1702666646456237","Connacht Tribune - Galway City Tribune shared a link.",0,0,0
"88","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-09T07:48:05+0000","link","http://connachttribune.ie/lovely-told-nothing/","148746965181554_1702666009789634","Connacht Tribune - Galway City Tribune shared a link.",0,0,0
"89","148746965181554","Connacht Tribune - Galway City Tribune","The southbound lane of the M18 between the junctions for Kilcolgan and Gort is closed to traffic following a multiple vehicle crash. A number of emergency service vehicles are attending the scene.","2018-03-08T21:16:29+0000","status",NA,"148746965181554_1702192453170323",NA,41,17,63
"90","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T14:03:39+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.154527567936827.36001.148746965181554/1701850293204539/?type=3","148746965181554_1701850329871202",NA,6,1,1
"91","148746965181554","Connacht Tribune - Galway City Tribune","The Galway duo of Greg Cunningham and Daryl Horgan have both been named in Martin O'Neill's 30-man Republic of Ireland squad for the upcoming friendly away to Turkey on Friday March 23. Both men play for Preston North End in the English Championship.","2018-03-08T12:39:43+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.154527567936827.36001.148746965181554/1701751503214418/?type=3","148746965181554_1701753393214229","Connacht Tribune - Galway City Tribune added 2 new photos.",95,10,4
"92","148746965181554","Connacht Tribune - Galway City Tribune","Apologies to our readers for the error with our crossword this week - the grid printed does not match the clues. This will be rectified in tomorrow's Galway City Tribune edition.","2018-03-08T11:51:39+0000","photo","https://www.facebook.com/ConnachtTribune/photos/a.154527567936827.36001.148746965181554/1701708336552068/?type=3","148746965181554_1701708749885360",NA,40,58,8
"93","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T06:08:20+0000","link","http://connachttribune.ie/saga-concludes-roundabout-set-axe-398/","148746965181554_1701485853240983","Connacht Tribune - Galway City Tribune shared a link.",28,23,6
"94","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T06:08:02+0000","link","http://connachttribune.ie/galway-still-deals-fall-county-dodges-worst-weather-609/","148746965181554_1701485659907669","Connacht Tribune - Galway City Tribune shared a link.",5,0,6
"95","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T06:07:27+0000","link","http://connachttribune.ie/radio-duos-weather-sketch-goes-storm-451/","148746965181554_1701485323241036","Connacht Tribune - Galway City Tribune shared a link.",12,0,2
"96","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T06:07:05+0000","link","http://connachttribune.ie/kellys-presenting-percy-aiming-festival-glory-444/","148746965181554_1701485029907732","Connacht Tribune - Galway City Tribune shared a link.",0,0,0
"97","148746965181554","Connacht Tribune - Galway City Tribune",NA,"2018-03-08T06:06:48+0000","link","http://connachttribune.ie/fixtures-wipe-bonus-walsh-big-league-double-bill-refixed-sunday-444/","148746965181554_1701484639907771","Connacht Tribune - Galway City Tribune shared a link.",3,0,0
